agency_cd,site_no,Date,X_00060_00003,X_00060_00003_cd
USGS,02089500,1986-08-20,2280,A
USGS,02089500,1986-08-21,2480,A
USGS,02089500,1986-08-22,3360,A
USGS,02089500,1986-08-23,3750,A
USGS,02089500,1986-08-24,4150,A
USGS,02089500,1986-08-25,4460,A
USGS,02089500,1986-08-26,4720,A
USGS,02089500,1986-08-27,4890,A
USGS,02089500,1986-08-28,4620,A
USGS,02089500,1986-08-29,2680,A
USGS,02089500,1986-08-30,2090,A
USGS,02089500,1986-08-31,2670,A
USGS,02089500,1986-09-01,2960,A
USGS,02089500,1986-09-02,2650,A
USGS,02089500,1986-09-03,2100,A
USGS,02089500,1986-09-04,1570,A
USGS,02089500,1986-09-05,1170,A
USGS,02089500,1986-09-06,955,A
USGS,02089500,1986-09-07,838,A
USGS,02089500,1986-09-08,752,A
USGS,02089500,1986-09-09,716,A
USGS,02089500,1986-09-10,717,A
USGS,02089500,1986-09-11,680,A
USGS,02089500,1986-09-12,635,A
USGS,02089500,1986-09-13,607,A
USGS,02089500,1986-09-14,583,A
USGS,02089500,1986-09-15,569,A
USGS,02089500,1986-09-16,570,A
USGS,02089500,1986-09-17,540,A
USGS,02089500,1986-09-18,516,A
USGS,02089500,1986-09-19,512,A
USGS,02089500,1986-09-20,497,A
USGS,02089500,1986-09-21,467,A
USGS,02089500,1986-09-22,441,A
USGS,02089500,1986-09-23,435,A
USGS,02089500,1986-09-24,419,A
USGS,02089500,1986-09-25,398,A
USGS,02089500,1986-09-26,381,A
USGS,02089500,1986-09-27,374,A
USGS,02089500,1986-09-28,363,A
USGS,02089500,1986-09-29,358,A
USGS,02089500,1986-09-30,348,A
USGS,02089500,1986-10-01,338,A
USGS,02089500,1986-10-02,333,A
USGS,02089500,1986-10-03,332,A
USGS,02089500,1986-10-04,323,A
USGS,02089500,1986-10-05,303,A
USGS,02089500,1986-10-06,289,A
USGS,02089500,1986-10-07,285,A
USGS,02089500,1986-10-08,289,A
USGS,02089500,1986-10-09,289,A
USGS,02089500,1986-10-10,312,A
USGS,02089500,1986-10-11,366,A
USGS,02089500,1986-10-12,375,A
USGS,02089500,1986-10-13,360,A
USGS,02089500,1986-10-14,405,A
USGS,02089500,1986-10-15,450,A
USGS,02089500,1986-10-16,428,A
USGS,02089500,1986-10-17,405,A
USGS,02089500,1986-10-18,408,A
USGS,02089500,1986-10-19,408,A
USGS,02089500,1986-10-20,390,A
USGS,02089500,1986-10-21,366,A
USGS,02089500,1986-10-22,348,A
USGS,02089500,1986-10-23,343,A
USGS,02089500,1986-10-24,333,A
USGS,02089500,1986-10-25,342,A
USGS,02089500,1986-10-26,409,A
USGS,02089500,1986-10-27,473,A
USGS,02089500,1986-10-28,465,A
USGS,02089500,1986-10-29,445,A
USGS,02089500,1986-10-30,565,A
USGS,02089500,1986-10-31,551,A
USGS,02089500,1986-11-01,520,A
USGS,02089500,1986-11-02,533,A
USGS,02089500,1986-11-03,535,A
USGS,02089500,1986-11-04,482,A
USGS,02089500,1986-11-05,435,A
USGS,02089500,1986-11-06,394,A
USGS,02089500,1986-11-07,359,A
USGS,02089500,1986-11-08,371,A
USGS,02089500,1986-11-09,372,A
USGS,02089500,1986-11-10,391,A
USGS,02089500,1986-11-11,390,A
USGS,02089500,1986-11-12,394,A
USGS,02089500,1986-11-13,380,A
USGS,02089500,1986-11-14,438,A
USGS,02089500,1986-11-15,488,A
USGS,02089500,1986-11-16,614,A
USGS,02089500,1986-11-17,774,A
USGS,02089500,1986-11-18,755,A
USGS,02089500,1986-11-19,761,A
USGS,02089500,1986-11-20,818,A
USGS,02089500,1986-11-21,798,A
USGS,02089500,1986-11-22,740,A
USGS,02089500,1986-11-23,683,A
USGS,02089500,1986-11-24,663,A
USGS,02089500,1986-11-25,671,A
USGS,02089500,1986-11-26,662,A
USGS,02089500,1986-11-27,649,A
USGS,02089500,1986-11-28,640,A
USGS,02089500,1986-11-29,645,A
USGS,02089500,1986-11-30,667,A
USGS,02089500,1986-12-01,651,A
USGS,02089500,1986-12-02,668,A
USGS,02089500,1986-12-03,735,A
USGS,02089500,1986-12-04,758,A
USGS,02089500,1986-12-05,754,A
USGS,02089500,1986-12-06,886,A
USGS,02089500,1986-12-07,999,A
USGS,02089500,1986-12-08,917,A
USGS,02089500,1986-12-09,802,A
USGS,02089500,1986-12-10,725,A
USGS,02089500,1986-12-11,689,A
USGS,02089500,1986-12-12,729,A
USGS,02089500,1986-12-13,872,A
USGS,02089500,1986-12-14,1050,A
USGS,02089500,1986-12-15,1360,A
USGS,02089500,1986-12-16,1480,A
USGS,02089500,1986-12-17,1360,A
USGS,02089500,1986-12-18,1220,A
USGS,02089500,1986-12-19,1120,A
USGS,02089500,1986-12-20,1030,A
USGS,02089500,1986-12-21,955,A
USGS,02089500,1986-12-22,889,A
USGS,02089500,1986-12-23,840,A
USGS,02089500,1986-12-24,1190,A
USGS,02089500,1986-12-25,2120,A
USGS,02089500,1986-12-26,2280,A
USGS,02089500,1986-12-27,2430,A
USGS,02089500,1986-12-28,2820,A
USGS,02089500,1986-12-29,2740,A
USGS,02089500,1986-12-30,2250,A
USGS,02089500,1986-12-31,1830,A
USGS,02089500,1987-01-01,1710,A
USGS,02089500,1987-01-02,2140,A
USGS,02089500,1987-01-03,2480,A
USGS,02089500,1987-01-04,3230,A
USGS,02089500,1987-01-05,3690,A
USGS,02089500,1987-01-06,4210,A
USGS,02089500,1987-01-07,4650,A
USGS,02089500,1987-01-08,4930,A
USGS,02089500,1987-01-09,4870,A
USGS,02089500,1987-01-10,3750,A
USGS,02089500,1987-01-11,2660,A
USGS,02089500,1987-01-12,2290,A
USGS,02089500,1987-01-13,2120,A
USGS,02089500,1987-01-14,2090,A
USGS,02089500,1987-01-15,1990,A
USGS,02089500,1987-01-16,1880,A
USGS,02089500,1987-01-17,1840,A
USGS,02089500,1987-01-18,1880,A
USGS,02089500,1987-01-19,2350,A
USGS,02089500,1987-01-20,3360,A
USGS,02089500,1987-01-21,4290,A
USGS,02089500,1987-01-22,5910,A
USGS,02089500,1987-01-23,7160,A
USGS,02089500,1987-01-24,7910,A
USGS,02089500,1987-01-25,8930,A
USGS,02089500,1987-01-26,10100,A
USGS,02089500,1987-01-27,11300,A
USGS,02089500,1987-01-28,12500,A
USGS,02089500,1987-01-29,13700,A
USGS,02089500,1987-01-30,14600,A
USGS,02089500,1987-01-31,14900,A
USGS,02089500,1987-02-01,14500,A
USGS,02089500,1987-02-02,13500,A
USGS,02089500,1987-02-03,12000,A
USGS,02089500,1987-02-04,10500,A
USGS,02089500,1987-02-05,9160,A
USGS,02089500,1987-02-06,8200,A
USGS,02089500,1987-02-07,7620,A
USGS,02089500,1987-02-08,7160,A
USGS,02089500,1987-02-09,6800,A
USGS,02089500,1987-02-10,6530,A
USGS,02089500,1987-02-11,6330,A
USGS,02089500,1987-02-12,5940,A
USGS,02089500,1987-02-13,4620,A
USGS,02089500,1987-02-14,3310,A
USGS,02089500,1987-02-15,2430,A
USGS,02089500,1987-02-16,2170,A
USGS,02089500,1987-02-17,2230,A
USGS,02089500,1987-02-18,2470,A
USGS,02089500,1987-02-19,2770,A
USGS,02089500,1987-02-20,3160,A
USGS,02089500,1987-02-21,3590,A
USGS,02089500,1987-02-22,3970,A
USGS,02089500,1987-02-23,4340,A
USGS,02089500,1987-02-24,4690,A
USGS,02089500,1987-02-25,5100,A
USGS,02089500,1987-02-26,5510,A
USGS,02089500,1987-02-27,6050,A
USGS,02089500,1987-02-28,6870,A
USGS,02089500,1987-03-01,8500,A
USGS,02089500,1987-03-02,9480,A
USGS,02089500,1987-03-03,10900,A
USGS,02089500,1987-03-04,11900,A
USGS,02089500,1987-03-05,13000,A
USGS,02089500,1987-03-06,14400,A
USGS,02089500,1987-03-07,16300,A
USGS,02089500,1987-03-08,17900,A
USGS,02089500,1987-03-09,18500,A
USGS,02089500,1987-03-10,18000,A
USGS,02089500,1987-03-11,16800,A
USGS,02089500,1987-03-12,15100,A
USGS,02089500,1987-03-13,13600,A
USGS,02089500,1987-03-14,12300,A
USGS,02089500,1987-03-15,11400,A
USGS,02089500,1987-03-16,10900,A
USGS,02089500,1987-03-17,10600,A
USGS,02089500,1987-03-18,10400,A
USGS,02089500,1987-03-19,10100,A
USGS,02089500,1987-03-20,9620,A
USGS,02089500,1987-03-21,9010,A
USGS,02089500,1987-03-22,8330,A
USGS,02089500,1987-03-23,7690,A
USGS,02089500,1987-03-24,6970,A
USGS,02089500,1987-03-25,5760,A
USGS,02089500,1987-03-26,4780,A
USGS,02089500,1987-03-27,4250,A
USGS,02089500,1987-03-28,3840,A
USGS,02089500,1987-03-29,3830,A
USGS,02089500,1987-03-30,4010,A
USGS,02089500,1987-03-31,4350,A
USGS,02089500,1987-04-01,4760,A
USGS,02089500,1987-04-02,5020,A
USGS,02089500,1987-04-03,5040,A
USGS,02089500,1987-04-04,4870,A
USGS,02089500,1987-04-05,4500,A
USGS,02089500,1987-04-06,4060,A
USGS,02089500,1987-04-07,3680,A
USGS,02089500,1987-04-08,3370,A
USGS,02089500,1987-04-09,3100,A
USGS,02089500,1987-04-10,2880,A
USGS,02089500,1987-04-11,2700,A
USGS,02089500,1987-04-12,2560,A
USGS,02089500,1987-04-13,2420,A
USGS,02089500,1987-04-14,2220,A
USGS,02089500,1987-04-15,2200,A
USGS,02089500,1987-04-16,3220,A
USGS,02089500,1987-04-17,4190,A
USGS,02089500,1987-04-18,5170,A
USGS,02089500,1987-04-19,5880,A
USGS,02089500,1987-04-20,6890,A
USGS,02089500,1987-04-21,8600,A
USGS,02089500,1987-04-22,10400,A
USGS,02089500,1987-04-23,11700,A
USGS,02089500,1987-04-24,13400,A
USGS,02089500,1987-04-25,14900,A
USGS,02089500,1987-04-26,15300,A
USGS,02089500,1987-04-27,14500,A
USGS,02089500,1987-04-28,13200,A
USGS,02089500,1987-04-29,11700,A
USGS,02089500,1987-04-30,10400,A
USGS,02089500,1987-05-01,9570,A
USGS,02089500,1987-05-02,8940,A
USGS,02089500,1987-05-03,8270,A
USGS,02089500,1987-05-04,6960,A
USGS,02089500,1987-05-05,5240,A
USGS,02089500,1987-05-06,3930,A
USGS,02089500,1987-05-07,3450,A
USGS,02089500,1987-05-08,2710,A
USGS,02089500,1987-05-09,2320,A
USGS,02089500,1987-05-10,2000,A
USGS,02089500,1987-05-11,1800,A
USGS,02089500,1987-05-12,1620,A
USGS,02089500,1987-05-13,1530,A
USGS,02089500,1987-05-14,1850,A
USGS,02089500,1987-05-15,1920,A
USGS,02089500,1987-05-16,1890,A
USGS,02089500,1987-05-17,1880,A
USGS,02089500,1987-05-18,1660,A
USGS,02089500,1987-05-19,1460,A
USGS,02089500,1987-05-20,1320,A
USGS,02089500,1987-05-21,1240,A
USGS,02089500,1987-05-22,1310,A
USGS,02089500,1987-05-23,1780,A
USGS,02089500,1987-05-24,2030,A
USGS,02089500,1987-05-25,2320,A
USGS,02089500,1987-05-26,2040,A
USGS,02089500,1987-05-27,1570,A
USGS,02089500,1987-05-28,1430,A
USGS,02089500,1987-05-29,1200,A
USGS,02089500,1987-05-30,1030,A
USGS,02089500,1987-05-31,934,A
USGS,02089500,1987-06-01,876,A
USGS,02089500,1987-06-02,833,A
USGS,02089500,1987-06-03,795,A
USGS,02089500,1987-06-04,806,A
USGS,02089500,1987-06-05,860,A
USGS,02089500,1987-06-06,793,A
USGS,02089500,1987-06-07,752,A
USGS,02089500,1987-06-08,805,A
USGS,02089500,1987-06-09,751,A
USGS,02089500,1987-06-10,670,A
USGS,02089500,1987-06-11,623,A
USGS,02089500,1987-06-12,593,A
USGS,02089500,1987-06-13,570,A
USGS,02089500,1987-06-14,613,A
USGS,02089500,1987-06-15,635,A
USGS,02089500,1987-06-16,582,A
USGS,02089500,1987-06-17,554,A
USGS,02089500,1987-06-18,542,A
USGS,02089500,1987-06-19,523,A
USGS,02089500,1987-06-20,506,A
USGS,02089500,1987-06-21,509,A
USGS,02089500,1987-06-22,512,A
USGS,02089500,1987-06-23,501,A
USGS,02089500,1987-06-24,494,A
USGS,02089500,1987-06-25,489,A
USGS,02089500,1987-06-26,484,A
USGS,02089500,1987-06-27,610,A
USGS,02089500,1987-06-28,695,A
USGS,02089500,1987-06-29,589,A
USGS,02089500,1987-06-30,514,A
USGS,02089500,1987-07-01,483,A
USGS,02089500,1987-07-02,453,A
USGS,02089500,1987-07-03,486,A
USGS,02089500,1987-07-04,506,A
USGS,02089500,1987-07-05,551,A
USGS,02089500,1987-07-06,520,A
USGS,02089500,1987-07-07,490,A
USGS,02089500,1987-07-08,473,A
USGS,02089500,1987-07-09,441,A
USGS,02089500,1987-07-10,443,A
USGS,02089500,1987-07-11,424,A
USGS,02089500,1987-07-12,521,A
USGS,02089500,1987-07-13,570,A
USGS,02089500,1987-07-14,524,A
USGS,02089500,1987-07-15,631,A
USGS,02089500,1987-07-16,644,A
USGS,02089500,1987-07-17,692,A
USGS,02089500,1987-07-18,619,A
USGS,02089500,1987-07-19,522,A
USGS,02089500,1987-07-20,466,A
USGS,02089500,1987-07-21,427,A
USGS,02089500,1987-07-22,384,A
USGS,02089500,1987-07-23,363,A
USGS,02089500,1987-07-24,355,A
USGS,02089500,1987-07-25,330,A
USGS,02089500,1987-07-26,318,A
USGS,02089500,1987-07-27,401,A
USGS,02089500,1987-07-28,366,A
USGS,02089500,1987-07-29,356,A
USGS,02089500,1987-07-30,361,A
USGS,02089500,1987-07-31,379,A
USGS,02089500,1987-08-01,420,A
USGS,02089500,1987-08-02,477,A
USGS,02089500,1987-08-03,506,A
USGS,02089500,1987-08-04,482,A
USGS,02089500,1987-08-05,453,A
USGS,02089500,1987-08-06,475,A
USGS,02089500,1987-08-07,645,A
USGS,02089500,1987-08-08,1140,A
USGS,02089500,1987-08-09,1320,A
USGS,02089500,1987-08-10,1020,A
USGS,02089500,1987-08-11,901,A
USGS,02089500,1987-08-12,688,A
USGS,02089500,1987-08-13,571,A
USGS,02089500,1987-08-14,578,A
USGS,02089500,1987-08-15,600,A
USGS,02089500,1987-08-16,575,A
USGS,02089500,1987-08-17,504,A
USGS,02089500,1987-08-18,451,A
USGS,02089500,1987-08-19,457,A
USGS,02089500,1987-08-20,497,A
USGS,02089500,1987-08-21,508,A
USGS,02089500,1987-08-22,457,A
USGS,02089500,1987-08-23,443,A
USGS,02089500,1987-08-24,435,A
USGS,02089500,1987-08-25,399,A
USGS,02089500,1987-08-26,394,A
USGS,02089500,1987-08-27,387,A
USGS,02089500,1987-08-28,369,A
USGS,02089500,1987-08-29,357,A
USGS,02089500,1987-08-30,355,A
USGS,02089500,1987-08-31,357,A
USGS,02089500,1987-09-01,359,A
USGS,02089500,1987-09-02,358,A
USGS,02089500,1987-09-03,382,A
USGS,02089500,1987-09-04,617,A
USGS,02089500,1987-09-05,621,A
USGS,02089500,1987-09-06,520,A
USGS,02089500,1987-09-07,475,A
USGS,02089500,1987-09-08,450,A
USGS,02089500,1987-09-09,482,A
USGS,02089500,1987-09-10,650,A
USGS,02089500,1987-09-11,983,A
USGS,02089500,1987-09-12,1070,A
USGS,02089500,1987-09-13,977,A
USGS,02089500,1987-09-14,979,A
USGS,02089500,1987-09-15,913,A
USGS,02089500,1987-09-16,1220,A
USGS,02089500,1987-09-17,1440,A
USGS,02089500,1987-09-18,1290,A
USGS,02089500,1987-09-19,1040,A
USGS,02089500,1987-09-20,974,A
USGS,02089500,1987-09-21,1320,A
USGS,02089500,1987-09-22,1180,A
USGS,02089500,1987-09-23,877,A
USGS,02089500,1987-09-24,774,A
USGS,02089500,1987-09-25,718,A
USGS,02089500,1987-09-26,639,A
USGS,02089500,1987-09-27,583,A
USGS,02089500,1987-09-28,555,A
USGS,02089500,1987-09-29,521,A
USGS,02089500,1987-09-30,486,A
USGS,02089500,1987-10-01,472,A
USGS,02089500,1987-10-02,488,A
USGS,02089500,1987-10-03,499,A
USGS,02089500,1987-10-04,553,A
USGS,02089500,1987-10-05,531,A
USGS,02089500,1987-10-06,492,A
USGS,02089500,1987-10-07,469,A
USGS,02089500,1987-10-08,450,A
USGS,02089500,1987-10-09,437,A
USGS,02089500,1987-10-10,437,A
USGS,02089500,1987-10-11,490,A
USGS,02089500,1987-10-12,480,A
USGS,02089500,1987-10-13,453,A
USGS,02089500,1987-10-14,433,A
USGS,02089500,1987-10-15,421,A
USGS,02089500,1987-10-16,412,A
USGS,02089500,1987-10-17,415,A
USGS,02089500,1987-10-18,405,A
USGS,02089500,1987-10-19,398,A
USGS,02089500,1987-10-20,392,A
USGS,02089500,1987-10-21,388,A
USGS,02089500,1987-10-22,381,A
USGS,02089500,1987-10-23,374,A
USGS,02089500,1987-10-24,368,A
USGS,02089500,1987-10-25,373,A
USGS,02089500,1987-10-26,365,A
USGS,02089500,1987-10-27,379,A
USGS,02089500,1987-10-28,392,A
USGS,02089500,1987-10-29,415,A
USGS,02089500,1987-10-30,405,A
USGS,02089500,1987-10-31,488,A
USGS,02089500,1987-11-01,554,A
USGS,02089500,1987-11-02,486,A
USGS,02089500,1987-11-03,435,A
USGS,02089500,1987-11-04,422,A
USGS,02089500,1987-11-05,387,A
USGS,02089500,1987-11-06,338,A
USGS,02089500,1987-11-07,320,A
USGS,02089500,1987-11-08,316,A
USGS,02089500,1987-11-09,316,A
USGS,02089500,1987-11-10,324,A
USGS,02089500,1987-11-11,347,A
USGS,02089500,1987-11-12,396,A
USGS,02089500,1987-11-13,406,A
USGS,02089500,1987-11-14,492,A
USGS,02089500,1987-11-15,601,A
USGS,02089500,1987-11-16,565,A
USGS,02089500,1987-11-17,515,A
USGS,02089500,1987-11-18,465,A
USGS,02089500,1987-11-19,441,A
USGS,02089500,1987-11-20,419,A
USGS,02089500,1987-11-21,404,A
USGS,02089500,1987-11-22,422,A
USGS,02089500,1987-11-23,421,A
USGS,02089500,1987-11-24,388,A
USGS,02089500,1987-11-25,373,A
USGS,02089500,1987-11-26,377,A
USGS,02089500,1987-11-27,376,A
USGS,02089500,1987-11-28,408,A
USGS,02089500,1987-11-29,544,A
USGS,02089500,1987-11-30,629,A
USGS,02089500,1987-12-01,675,A
USGS,02089500,1987-12-02,770,A
USGS,02089500,1987-12-03,916,A
USGS,02089500,1987-12-04,837,A
USGS,02089500,1987-12-05,706,A
USGS,02089500,1987-12-06,625,A
USGS,02089500,1987-12-07,560,A
USGS,02089500,1987-12-08,509,A
USGS,02089500,1987-12-09,479,A
USGS,02089500,1987-12-10,467,A
USGS,02089500,1987-12-11,502,A
USGS,02089500,1987-12-12,487,A
USGS,02089500,1987-12-13,466,A
USGS,02089500,1987-12-14,474,A
USGS,02089500,1987-12-15,588,A
USGS,02089500,1987-12-16,739,A
USGS,02089500,1987-12-17,752,A
USGS,02089500,1987-12-18,758,A
USGS,02089500,1987-12-19,947,A
USGS,02089500,1987-12-20,930,A
USGS,02089500,1987-12-21,808,A
USGS,02089500,1987-12-22,757,A
USGS,02089500,1987-12-23,774,A
USGS,02089500,1987-12-24,757,A
USGS,02089500,1987-12-25,811,A
USGS,02089500,1987-12-26,945,A
USGS,02089500,1987-12-27,927,A
USGS,02089500,1987-12-28,948,A
USGS,02089500,1987-12-29,1150,A
USGS,02089500,1987-12-30,1180,A
USGS,02089500,1987-12-31,1320,A
USGS,02089500,1988-01-01,1630,A
USGS,02089500,1988-01-02,1610,A
USGS,02089500,1988-01-03,1500,A
USGS,02089500,1988-01-04,1590,A
USGS,02089500,1988-01-05,1640,A
USGS,02089500,1988-01-06,1780,A
USGS,02089500,1988-01-07,2190,A
USGS,02089500,1988-01-08,2410,A
USGS,02089500,1988-01-09,2350,A
USGS,02089500,1988-01-10,2050,A
USGS,02089500,1988-01-11,1810,A
USGS,02089500,1988-01-12,1690,A
USGS,02089500,1988-01-13,1560,A
USGS,02089500,1988-01-14,1430,A
USGS,02089500,1988-01-15,1330,A
USGS,02089500,1988-01-16,1250,A
USGS,02089500,1988-01-17,1190,A
USGS,02089500,1988-01-18,1190,A
USGS,02089500,1988-01-19,1320,A
USGS,02089500,1988-01-20,1490,A
USGS,02089500,1988-01-21,1910,A
USGS,02089500,1988-01-22,2440,A
USGS,02089500,1988-01-23,2700,A
USGS,02089500,1988-01-24,2730,A
USGS,02089500,1988-01-25,2590,A
USGS,02089500,1988-01-26,2440,A
USGS,02089500,1988-01-27,2270,A
USGS,02089500,1988-01-28,2150,A
USGS,02089500,1988-01-29,2380,A
USGS,02089500,1988-01-30,2770,A
USGS,02089500,1988-01-31,2760,A
USGS,02089500,1988-02-01,2110,A
USGS,02089500,1988-02-02,1790,A
USGS,02089500,1988-02-03,1640,A
USGS,02089500,1988-02-04,1620,A
USGS,02089500,1988-02-05,1710,A
USGS,02089500,1988-02-06,1980,A
USGS,02089500,1988-02-07,2360,A
USGS,02089500,1988-02-08,2640,A
USGS,02089500,1988-02-09,2890,A
USGS,02089500,1988-02-10,3050,A
USGS,02089500,1988-02-11,3020,A
USGS,02089500,1988-02-12,2770,A
USGS,02089500,1988-02-13,2590,A
USGS,02089500,1988-02-14,2720,A
USGS,02089500,1988-02-15,3070,A
USGS,02089500,1988-02-16,3350,A
USGS,02089500,1988-02-17,3430,A
USGS,02089500,1988-02-18,3290,A
USGS,02089500,1988-02-19,3110,A
USGS,02089500,1988-02-20,2880,A
USGS,02089500,1988-02-21,2520,A
USGS,02089500,1988-02-22,2160,A
USGS,02089500,1988-02-23,1980,A
USGS,02089500,1988-02-24,1850,A
USGS,02089500,1988-02-25,1710,A
USGS,02089500,1988-02-26,1590,A
USGS,02089500,1988-02-27,1520,A
USGS,02089500,1988-02-28,1520,A
USGS,02089500,1988-02-29,1510,A
USGS,02089500,1988-03-01,1420,A
USGS,02089500,1988-03-02,1340,A
USGS,02089500,1988-03-03,1290,A
USGS,02089500,1988-03-04,1230,A
USGS,02089500,1988-03-05,1180,A
USGS,02089500,1988-03-06,1150,A
USGS,02089500,1988-03-07,1140,A
USGS,02089500,1988-03-08,1140,A
USGS,02089500,1988-03-09,1110,A
USGS,02089500,1988-03-10,1120,A
USGS,02089500,1988-03-11,1250,A
USGS,02089500,1988-03-12,1510,A
USGS,02089500,1988-03-13,2050,A
USGS,02089500,1988-03-14,2310,A
USGS,02089500,1988-03-15,2490,A
USGS,02089500,1988-03-16,2660,A
USGS,02089500,1988-03-17,2550,A
USGS,02089500,1988-03-18,2190,A
USGS,02089500,1988-03-19,1970,A
USGS,02089500,1988-03-20,1890,A
USGS,02089500,1988-03-21,1900,A
USGS,02089500,1988-03-22,2010,A
USGS,02089500,1988-03-23,1970,A
USGS,02089500,1988-03-24,1840,A
USGS,02089500,1988-03-25,1690,A
USGS,02089500,1988-03-26,1560,A
USGS,02089500,1988-03-27,1490,A
USGS,02089500,1988-03-28,1510,A
USGS,02089500,1988-03-29,1550,A
USGS,02089500,1988-03-30,1670,A
USGS,02089500,1988-03-31,1680,A
USGS,02089500,1988-04-01,1560,A
USGS,02089500,1988-04-02,1420,A
USGS,02089500,1988-04-03,1280,A
USGS,02089500,1988-04-04,1190,A
USGS,02089500,1988-04-05,1110,A
USGS,02089500,1988-04-06,1050,A
USGS,02089500,1988-04-07,1020,A
USGS,02089500,1988-04-08,1070,A
USGS,02089500,1988-04-09,1040,A
USGS,02089500,1988-04-10,1030,A
USGS,02089500,1988-04-11,1060,A
USGS,02089500,1988-04-12,1050,A
USGS,02089500,1988-04-13,1130,A
USGS,02089500,1988-04-14,1290,A
USGS,02089500,1988-04-15,1420,A
USGS,02089500,1988-04-16,1670,A
USGS,02089500,1988-04-17,1680,A
USGS,02089500,1988-04-18,1500,A
USGS,02089500,1988-04-19,1530,A
USGS,02089500,1988-04-20,1970,A
USGS,02089500,1988-04-21,2440,A
USGS,02089500,1988-04-22,3070,A
USGS,02089500,1988-04-23,3540,A
USGS,02089500,1988-04-24,3670,A
USGS,02089500,1988-04-25,3380,A
USGS,02089500,1988-04-26,2930,A
USGS,02089500,1988-04-27,2530,A
USGS,02089500,1988-04-28,2160,A
USGS,02089500,1988-04-29,1680,A
USGS,02089500,1988-04-30,1330,A
USGS,02089500,1988-05-01,1140,A
USGS,02089500,1988-05-02,1010,A
USGS,02089500,1988-05-03,918,A
USGS,02089500,1988-05-04,856,A
USGS,02089500,1988-05-05,878,A
USGS,02089500,1988-05-06,898,A
USGS,02089500,1988-05-07,990,A
USGS,02089500,1988-05-08,1200,A
USGS,02089500,1988-05-09,1450,A
USGS,02089500,1988-05-10,1440,A
USGS,02089500,1988-05-11,1260,A
USGS,02089500,1988-05-12,1060,A
USGS,02089500,1988-05-13,917,A
USGS,02089500,1988-05-14,815,A
USGS,02089500,1988-05-15,738,A
USGS,02089500,1988-05-16,682,A
USGS,02089500,1988-05-17,689,A
USGS,02089500,1988-05-18,864,A
USGS,02089500,1988-05-19,1020,A
USGS,02089500,1988-05-20,1400,A
USGS,02089500,1988-05-21,1740,A
USGS,02089500,1988-05-22,2100,A
USGS,02089500,1988-05-23,2380,A
USGS,02089500,1988-05-24,2450,A
USGS,02089500,1988-05-25,2410,A
USGS,02089500,1988-05-26,2210,A
USGS,02089500,1988-05-27,1800,A
USGS,02089500,1988-05-28,1430,A
USGS,02089500,1988-05-29,1300,A
USGS,02089500,1988-05-30,1180,A
USGS,02089500,1988-05-31,1020,A
USGS,02089500,1988-06-01,879,A
USGS,02089500,1988-06-02,757,A
USGS,02089500,1988-06-03,686,A
USGS,02089500,1988-06-04,637,A
USGS,02089500,1988-06-05,594,A
USGS,02089500,1988-06-06,563,A
USGS,02089500,1988-06-07,587,A
USGS,02089500,1988-06-08,586,A
USGS,02089500,1988-06-09,576,A
USGS,02089500,1988-06-10,969,A
USGS,02089500,1988-06-11,1220,A
USGS,02089500,1988-06-12,1150,A
USGS,02089500,1988-06-13,1410,A
USGS,02089500,1988-06-14,1460,A
USGS,02089500,1988-06-15,1270,A
USGS,02089500,1988-06-16,1050,A
USGS,02089500,1988-06-17,859,A
USGS,02089500,1988-06-18,740,A
USGS,02089500,1988-06-19,717,A
USGS,02089500,1988-06-20,710,A
USGS,02089500,1988-06-21,982,A
USGS,02089500,1988-06-22,1050,A
USGS,02089500,1988-06-23,1050,A
USGS,02089500,1988-06-24,1430,A
USGS,02089500,1988-06-25,1390,A
USGS,02089500,1988-06-26,1090,A
USGS,02089500,1988-06-27,896,A
USGS,02089500,1988-06-28,766,A
USGS,02089500,1988-06-29,647,A
USGS,02089500,1988-06-30,645,A
USGS,02089500,1988-07-01,700,A
USGS,02089500,1988-07-02,670,A
USGS,02089500,1988-07-03,588,A
USGS,02089500,1988-07-04,550,A
USGS,02089500,1988-07-05,520,A
USGS,02089500,1988-07-06,501,A
USGS,02089500,1988-07-07,493,A
USGS,02089500,1988-07-08,485,A
USGS,02089500,1988-07-09,464,A
USGS,02089500,1988-07-10,427,A
USGS,02089500,1988-07-11,393,A
USGS,02089500,1988-07-12,379,A
USGS,02089500,1988-07-13,402,A
USGS,02089500,1988-07-14,415,A
USGS,02089500,1988-07-15,426,A
USGS,02089500,1988-07-16,447,A
USGS,02089500,1988-07-17,508,A
USGS,02089500,1988-07-18,559,A
USGS,02089500,1988-07-19,494,A
USGS,02089500,1988-07-20,421,A
USGS,02089500,1988-07-21,404,A
USGS,02089500,1988-07-22,435,A
USGS,02089500,1988-07-23,553,A
USGS,02089500,1988-07-24,725,A
USGS,02089500,1988-07-25,981,A
USGS,02089500,1988-07-26,1850,A
USGS,02089500,1988-07-27,2310,A
USGS,02089500,1988-07-28,2250,A
USGS,02089500,1988-07-29,1960,A
USGS,02089500,1988-07-30,1540,A
USGS,02089500,1988-07-31,1200,A
USGS,02089500,1988-08-01,1080,A
USGS,02089500,1988-08-02,1120,A
USGS,02089500,1988-08-03,1280,A
USGS,02089500,1988-08-04,1180,A
