agency_cd,site_no,Date,X_00060_00003,X_00060_00003_cd
USGS,02089500,1958-01-03,6420,A
USGS,02089500,1958-01-04,6330,A
USGS,02089500,1958-01-05,5990,A
USGS,02089500,1958-01-06,5400,A
USGS,02089500,1958-01-07,4630,A
USGS,02089500,1958-01-08,4350,A
USGS,02089500,1958-01-09,4350,A
USGS,02089500,1958-01-10,4630,A
USGS,02089500,1958-01-11,4920,A
USGS,02089500,1958-01-12,5160,A
USGS,02089500,1958-01-13,5240,A
USGS,02089500,1958-01-14,5240,A
USGS,02089500,1958-01-15,5080,A
USGS,02089500,1958-01-16,5080,A
USGS,02089500,1958-01-17,5320,A
USGS,02089500,1958-01-18,5650,A
USGS,02089500,1958-01-19,6070,A
USGS,02089500,1958-01-20,6420,A
USGS,02089500,1958-01-21,6940,A
USGS,02089500,1958-01-22,7500,A
USGS,02089500,1958-01-23,7850,A
USGS,02089500,1958-01-24,8090,A
USGS,02089500,1958-01-25,8340,A
USGS,02089500,1958-01-26,7850,A
USGS,02089500,1958-01-27,7390,A
USGS,02089500,1958-01-28,6940,A
USGS,02089500,1958-01-29,6830,A
USGS,02089500,1958-01-30,7050,A
USGS,02089500,1958-01-31,7390,A
USGS,02089500,1958-02-01,7970,A
USGS,02089500,1958-02-02,8470,A
USGS,02089500,1958-02-03,8880,A
USGS,02089500,1958-02-04,9020,A
USGS,02089500,1958-02-05,8740,A
USGS,02089500,1958-02-06,7970,A
USGS,02089500,1958-02-07,6940,A
USGS,02089500,1958-02-08,5990,A
USGS,02089500,1958-02-09,5240,A
USGS,02089500,1958-02-10,5000,A
USGS,02089500,1958-02-11,5240,A
USGS,02089500,1958-02-12,5650,A
USGS,02089500,1958-02-13,6160,A
USGS,02089500,1958-02-14,6620,A
USGS,02089500,1958-02-15,7050,A
USGS,02089500,1958-02-16,7390,A
USGS,02089500,1958-02-17,7160,A
USGS,02089500,1958-02-18,6420,A
USGS,02089500,1958-02-19,5560,A
USGS,02089500,1958-02-20,5000,A
USGS,02089500,1958-02-21,4420,A
USGS,02089500,1958-02-22,3930,A
USGS,02089500,1958-02-23,3550,A
USGS,02089500,1958-02-24,3360,A
USGS,02089500,1958-02-25,3180,A
USGS,02089500,1958-02-26,3240,A
USGS,02089500,1958-02-27,3610,A
USGS,02089500,1958-02-28,4280,A
USGS,02089500,1958-03-01,5240,A
USGS,02089500,1958-03-02,6160,A
USGS,02089500,1958-03-03,6940,A
USGS,02089500,1958-03-04,7610,A
USGS,02089500,1958-03-05,7970,A
USGS,02089500,1958-03-06,8470,A
USGS,02089500,1958-03-07,8880,A
USGS,02089500,1958-03-08,9020,A
USGS,02089500,1958-03-09,9170,A
USGS,02089500,1958-03-10,8880,A
USGS,02089500,1958-03-11,8090,A
USGS,02089500,1958-03-12,6320,A
USGS,02089500,1958-03-13,5650,A
USGS,02089500,1958-03-14,5000,A
USGS,02089500,1958-03-15,4700,A
USGS,02089500,1958-03-16,4490,A
USGS,02089500,1958-03-17,4350,A
USGS,02089500,1958-03-18,4280,A
USGS,02089500,1958-03-19,4210,A
USGS,02089500,1958-03-20,4070,A
USGS,02089500,1958-03-21,3860,A
USGS,02089500,1958-03-22,3860,A
USGS,02089500,1958-03-23,3860,A
USGS,02089500,1958-03-24,4000,A
USGS,02089500,1958-03-25,4070,A
USGS,02089500,1958-03-26,4070,A
USGS,02089500,1958-03-27,4210,A
USGS,02089500,1958-03-28,4630,A
USGS,02089500,1958-03-29,5320,A
USGS,02089500,1958-03-30,5900,A
USGS,02089500,1958-03-31,6830,A
USGS,02089500,1958-04-01,7850,A
USGS,02089500,1958-04-02,8740,A
USGS,02089500,1958-04-03,9320,A
USGS,02089500,1958-04-04,9470,A
USGS,02089500,1958-04-05,9320,A
USGS,02089500,1958-04-06,8880,A
USGS,02089500,1958-04-07,8090,A
USGS,02089500,1958-04-08,7390,A
USGS,02089500,1958-04-09,6720,A
USGS,02089500,1958-04-10,6620,A
USGS,02089500,1958-04-11,6830,A
USGS,02089500,1958-04-12,7160,A
USGS,02089500,1958-04-13,7500,A
USGS,02089500,1958-04-14,7850,A
USGS,02089500,1958-04-15,8090,A
USGS,02089500,1958-04-16,8340,A
USGS,02089500,1958-04-17,8470,A
USGS,02089500,1958-04-18,8470,A
USGS,02089500,1958-04-19,8470,A
USGS,02089500,1958-04-20,8210,A
USGS,02089500,1958-04-21,7850,A
USGS,02089500,1958-04-22,7160,A
USGS,02089500,1958-04-23,5630,A
USGS,02089500,1958-04-24,4770,A
USGS,02089500,1958-04-25,4000,A
USGS,02089500,1958-04-26,3800,A
USGS,02089500,1958-04-27,3730,A
USGS,02089500,1958-04-28,3610,A
USGS,02089500,1958-04-29,3420,A
USGS,02089500,1958-04-30,3420,A
USGS,02089500,1958-05-01,3860,A
USGS,02089500,1958-05-02,4490,A
USGS,02089500,1958-05-03,5240,A
USGS,02089500,1958-05-04,5990,A
USGS,02089500,1958-05-05,6620,A
USGS,02089500,1958-05-06,7270,A
USGS,02089500,1958-05-07,8340,A
USGS,02089500,1958-05-08,9020,A
USGS,02089500,1958-05-09,9170,A
USGS,02089500,1958-05-10,9020,A
USGS,02089500,1958-05-11,9020,A
USGS,02089500,1958-05-12,9320,A
USGS,02089500,1958-05-13,10400,A
USGS,02089500,1958-05-14,12100,A
USGS,02089500,1958-05-15,14100,A
USGS,02089500,1958-05-16,15600,A
USGS,02089500,1958-05-17,15800,A
USGS,02089500,1958-05-18,15100,A
USGS,02089500,1958-05-19,13800,A
USGS,02089500,1958-05-20,10800,A
USGS,02089500,1958-05-21,7540,A
USGS,02089500,1958-05-22,4890,A
USGS,02089500,1958-05-23,3290,A
USGS,02089500,1958-05-24,2720,A
USGS,02089500,1958-05-25,2340,A
USGS,02089500,1958-05-26,2550,A
USGS,02089500,1958-05-27,3120,A
USGS,02089500,1958-05-28,3550,A
USGS,02089500,1958-05-29,3930,A
USGS,02089500,1958-05-30,4070,A
USGS,02089500,1958-05-31,4000,A
USGS,02089500,1958-06-01,3670,A
USGS,02089500,1958-06-02,3550,A
USGS,02089500,1958-06-03,3240,A
USGS,02089500,1958-06-04,2600,A
USGS,02089500,1958-06-05,2180,A
USGS,02089500,1958-06-06,2030,A
USGS,02089500,1958-06-07,1980,A
USGS,02089500,1958-06-08,1980,A
USGS,02089500,1958-06-09,1930,A
USGS,02089500,1958-06-10,2180,A
USGS,02089500,1958-06-11,2180,A
USGS,02089500,1958-06-12,1930,A
USGS,02089500,1958-06-13,1630,A
USGS,02089500,1958-06-14,1450,A
USGS,02089500,1958-06-15,1400,A
USGS,02089500,1958-06-16,1450,A
USGS,02089500,1958-06-17,1500,A
USGS,02089500,1958-06-18,1630,A
USGS,02089500,1958-06-19,1980,A
USGS,02089500,1958-06-20,1780,A
USGS,02089500,1958-06-21,1500,A
USGS,02089500,1958-06-22,1260,A
USGS,02089500,1958-06-23,1170,A
USGS,02089500,1958-06-24,1120,A
USGS,02089500,1958-06-25,1120,A
USGS,02089500,1958-06-26,1080,A
USGS,02089500,1958-06-27,1400,A
USGS,02089500,1958-06-28,1830,A
USGS,02089500,1958-06-29,1830,A
USGS,02089500,1958-06-30,2130,A
USGS,02089500,1958-07-01,2280,A
USGS,02089500,1958-07-02,1980,A
USGS,02089500,1958-07-03,1590,A
USGS,02089500,1958-07-04,1310,A
USGS,02089500,1958-07-05,1170,A
USGS,02089500,1958-07-06,1040,A
USGS,02089500,1958-07-07,1020,A
USGS,02089500,1958-07-08,976,A
USGS,02089500,1958-07-09,998,A
USGS,02089500,1958-07-10,1040,A
USGS,02089500,1958-07-11,1080,A
USGS,02089500,1958-07-12,1210,A
USGS,02089500,1958-07-13,1350,A
USGS,02089500,1958-07-14,1260,A
USGS,02089500,1958-07-15,1210,A
USGS,02089500,1958-07-16,1500,A
USGS,02089500,1958-07-17,2180,A
USGS,02089500,1958-07-18,2600,A
USGS,02089500,1958-07-19,2830,A
USGS,02089500,1958-07-20,2140,A
USGS,02089500,1958-07-21,1930,A
USGS,02089500,1958-07-22,2340,A
USGS,02089500,1958-07-23,2400,A
USGS,02089500,1958-07-24,2500,A
USGS,02089500,1958-07-25,2400,A
USGS,02089500,1958-07-26,2130,A
USGS,02089500,1958-07-27,1980,A
USGS,02089500,1958-07-28,2180,A
USGS,02089500,1958-07-29,2130,A
USGS,02089500,1958-07-30,1510,A
USGS,02089500,1958-07-31,1210,A
USGS,02089500,1958-08-01,1040,A
USGS,02089500,1958-08-02,976,A
USGS,02089500,1958-08-03,934,A
USGS,02089500,1958-08-04,1170,A
USGS,02089500,1958-08-05,1630,A
USGS,02089500,1958-08-06,1780,A
USGS,02089500,1958-08-07,2280,A
USGS,02089500,1958-08-08,2600,A
USGS,02089500,1958-08-09,2450,A
USGS,02089500,1958-08-10,1630,A
USGS,02089500,1958-08-11,1260,A
USGS,02089500,1958-08-12,1020,A
USGS,02089500,1958-08-13,912,A
USGS,02089500,1958-08-14,890,A
USGS,02089500,1958-08-15,955,A
USGS,02089500,1958-08-16,1080,A
USGS,02089500,1958-08-17,1170,A
USGS,02089500,1958-08-18,1170,A
USGS,02089500,1958-08-19,1210,A
USGS,02089500,1958-08-20,1120,A
USGS,02089500,1958-08-21,1170,A
USGS,02089500,1958-08-22,1170,A
USGS,02089500,1958-08-23,1040,A
USGS,02089500,1958-08-24,912,A
USGS,02089500,1958-08-25,998,A
USGS,02089500,1958-08-26,1460,A
USGS,02089500,1958-08-27,2700,A
USGS,02089500,1958-08-28,3530,A
USGS,02089500,1958-08-29,3930,A
USGS,02089500,1958-08-30,4420,A
USGS,02089500,1958-08-31,4770,A
USGS,02089500,1958-09-01,5320,A
USGS,02089500,1958-09-02,5900,A
USGS,02089500,1958-09-03,6420,A
USGS,02089500,1958-09-04,6330,A
USGS,02089500,1958-09-05,4100,A
USGS,02089500,1958-09-06,2120,A
USGS,02089500,1958-09-07,1400,A
USGS,02089500,1958-09-08,1120,A
USGS,02089500,1958-09-09,1020,A
USGS,02089500,1958-09-10,955,A
USGS,02089500,1958-09-11,869,A
USGS,02089500,1958-09-12,826,A
USGS,02089500,1958-09-13,762,A
USGS,02089500,1958-09-14,718,A
USGS,02089500,1958-09-15,697,A
USGS,02089500,1958-09-16,697,A
USGS,02089500,1958-09-17,676,A
USGS,02089500,1958-09-18,656,A
USGS,02089500,1958-09-19,636,A
USGS,02089500,1958-09-20,597,A
USGS,02089500,1958-09-21,597,A
USGS,02089500,1958-09-22,616,A
USGS,02089500,1958-09-23,656,A
USGS,02089500,1958-09-24,697,A
USGS,02089500,1958-09-25,826,A
USGS,02089500,1958-09-26,804,A
USGS,02089500,1958-09-27,762,A
USGS,02089500,1958-09-28,848,A
USGS,02089500,1958-09-29,804,A
USGS,02089500,1958-09-30,697,A
USGS,02089500,1958-10-01,656,A
USGS,02089500,1958-10-02,697,A
USGS,02089500,1958-10-03,890,A
USGS,02089500,1958-10-04,1750,A
USGS,02089500,1958-10-05,3000,A
USGS,02089500,1958-10-06,3610,A
USGS,02089500,1958-10-07,4140,A
USGS,02089500,1958-10-08,4490,A
USGS,02089500,1958-10-09,4560,A
USGS,02089500,1958-10-10,4180,A
USGS,02089500,1958-10-11,2930,A
USGS,02089500,1958-10-12,1980,A
USGS,02089500,1958-10-13,1590,A
USGS,02089500,1958-10-14,1350,A
USGS,02089500,1958-10-15,1170,A
USGS,02089500,1958-10-16,1080,A
USGS,02089500,1958-10-17,998,A
USGS,02089500,1958-10-18,955,A
USGS,02089500,1958-10-19,934,A
USGS,02089500,1958-10-20,955,A
USGS,02089500,1958-10-21,1260,A
USGS,02089500,1958-10-22,1730,A
USGS,02089500,1958-10-23,1930,A
USGS,02089500,1958-10-24,1930,A
USGS,02089500,1958-10-25,2080,A
USGS,02089500,1958-10-26,2230,A
USGS,02089500,1958-10-27,2230,A
USGS,02089500,1958-10-28,2030,A
USGS,02089500,1958-10-29,1780,A
USGS,02089500,1958-10-30,1590,A
USGS,02089500,1958-10-31,1450,A
USGS,02089500,1958-11-01,1350,A
USGS,02089500,1958-11-02,1450,A
USGS,02089500,1958-11-03,1590,A
USGS,02089500,1958-11-04,1680,A
USGS,02089500,1958-11-05,1930,A
USGS,02089500,1958-11-06,1980,A
USGS,02089500,1958-11-07,1830,A
USGS,02089500,1958-11-08,1730,A
USGS,02089500,1958-11-09,1590,A
USGS,02089500,1958-11-10,1500,A
USGS,02089500,1958-11-11,1400,A
USGS,02089500,1958-11-12,1310,A
USGS,02089500,1958-11-13,1210,A
USGS,02089500,1958-11-14,1170,A
USGS,02089500,1958-11-15,1120,A
USGS,02089500,1958-11-16,1080,A
USGS,02089500,1958-11-17,1080,A
USGS,02089500,1958-11-18,1080,A
USGS,02089500,1958-11-19,1080,A
USGS,02089500,1958-11-20,1080,A
USGS,02089500,1958-11-21,1040,A
USGS,02089500,1958-11-22,1040,A
USGS,02089500,1958-11-23,1020,A
USGS,02089500,1958-11-24,1020,A
USGS,02089500,1958-11-25,998,A
USGS,02089500,1958-11-26,998,A
USGS,02089500,1958-11-27,976,A
USGS,02089500,1958-11-28,976,A
USGS,02089500,1958-11-29,976,A
USGS,02089500,1958-11-30,976,A
USGS,02089500,1958-12-01,955,A
USGS,02089500,1958-12-02,976,A
USGS,02089500,1958-12-03,1040,A
USGS,02089500,1958-12-04,1080,A
USGS,02089500,1958-12-05,1080,A
USGS,02089500,1958-12-06,1040,A
USGS,02089500,1958-12-07,1020,A
USGS,02089500,1958-12-08,1020,A
USGS,02089500,1958-12-09,976,A
USGS,02089500,1958-12-10,955,A
USGS,02089500,1958-12-11,976,A
USGS,02089500,1958-12-12,1040,A
USGS,02089500,1958-12-13,1020,A
USGS,02089500,1958-12-14,1040,A
USGS,02089500,1958-12-15,1080,A
USGS,02089500,1958-12-16,1210,A
USGS,02089500,1958-12-17,1310,A
USGS,02089500,1958-12-18,1350,A
USGS,02089500,1958-12-19,1400,A
USGS,02089500,1958-12-20,1500,A
USGS,02089500,1958-12-21,1590,A
USGS,02089500,1958-12-22,1680,A
USGS,02089500,1958-12-23,1730,A
USGS,02089500,1958-12-24,1830,A
USGS,02089500,1958-12-25,1880,A
USGS,02089500,1958-12-26,1880,A
USGS,02089500,1958-12-27,1830,A
USGS,02089500,1958-12-28,1930,A
USGS,02089500,1958-12-29,2550,A
USGS,02089500,1958-12-30,3120,A
USGS,02089500,1958-12-31,3670,A
USGS,02089500,1959-01-01,4350,A
USGS,02089500,1959-01-02,5080,A
USGS,02089500,1959-01-03,5730,A
USGS,02089500,1959-01-04,6420,A
USGS,02089500,1959-01-05,7270,A
USGS,02089500,1959-01-06,8090,A
USGS,02089500,1959-01-07,9020,A
USGS,02089500,1959-01-08,9620,A
USGS,02089500,1959-01-09,9780,A
USGS,02089500,1959-01-10,9470,A
USGS,02089500,1959-01-11,7800,A
USGS,02089500,1959-01-12,5820,A
USGS,02089500,1959-01-13,4320,A
USGS,02089500,1959-01-14,3390,A
USGS,02089500,1959-01-15,2940,A
USGS,02089500,1959-01-16,2660,A
USGS,02089500,1959-01-17,2550,A
USGS,02089500,1959-01-18,2450,A
USGS,02089500,1959-01-19,2400,A
USGS,02089500,1959-01-20,2400,A
USGS,02089500,1959-01-21,2450,A
USGS,02089500,1959-01-22,2400,A
USGS,02089500,1959-01-23,2400,A
USGS,02089500,1959-01-24,2600,A
USGS,02089500,1959-01-25,3000,A
USGS,02089500,1959-01-26,3420,A
USGS,02089500,1959-01-27,3730,A
USGS,02089500,1959-01-28,3860,A
USGS,02089500,1959-01-29,3550,A
USGS,02089500,1959-01-30,3060,A
USGS,02089500,1959-01-31,2660,A
USGS,02089500,1959-02-01,2500,A
USGS,02089500,1959-02-02,2400,A
USGS,02089500,1959-02-03,2280,A
USGS,02089500,1959-02-04,2380,A
USGS,02089500,1959-02-05,3240,A
USGS,02089500,1959-02-06,4170,A
USGS,02089500,1959-02-07,5170,A
USGS,02089500,1959-02-08,5820,A
USGS,02089500,1959-02-09,6620,A
USGS,02089500,1959-02-10,7390,A
USGS,02089500,1959-02-11,8210,A
USGS,02089500,1959-02-12,8600,A
USGS,02089500,1959-02-13,8880,A
USGS,02089500,1959-02-14,8880,A
USGS,02089500,1959-02-15,8340,A
USGS,02089500,1959-02-16,7390,A
USGS,02089500,1959-02-17,6520,A
USGS,02089500,1959-02-18,6070,A
USGS,02089500,1959-02-19,5990,A
USGS,02089500,1959-02-20,5900,A
USGS,02089500,1959-02-21,5900,A
USGS,02089500,1959-02-22,5820,A
USGS,02089500,1959-02-23,5400,A
USGS,02089500,1959-02-24,4460,A
USGS,02089500,1959-02-25,3860,A
USGS,02089500,1959-02-26,3360,A
USGS,02089500,1959-02-27,3240,A
USGS,02089500,1959-02-28,3180,A
USGS,02089500,1959-03-01,3120,A
USGS,02089500,1959-03-02,3240,A
USGS,02089500,1959-03-03,3730,A
USGS,02089500,1959-03-04,4420,A
USGS,02089500,1959-03-05,5080,A
USGS,02089500,1959-03-06,6880,A
USGS,02089500,1959-03-07,7730,A
USGS,02089500,1959-03-08,8210,A
USGS,02089500,1959-03-09,8470,A
USGS,02089500,1959-03-10,8600,A
USGS,02089500,1959-03-11,8880,A
USGS,02089500,1959-03-12,9170,A
USGS,02089500,1959-03-13,9170,A
USGS,02089500,1959-03-14,9170,A
USGS,02089500,1959-03-15,8880,A
USGS,02089500,1959-03-16,8090,A
USGS,02089500,1959-03-17,6320,A
USGS,02089500,1959-03-18,5080,A
USGS,02089500,1959-03-19,4490,A
USGS,02089500,1959-03-20,3860,A
USGS,02089500,1959-03-21,3420,A
USGS,02089500,1959-03-22,3060,A
USGS,02089500,1959-03-23,2830,A
USGS,02089500,1959-03-24,2660,A
USGS,02089500,1959-03-25,2550,A
USGS,02089500,1959-03-26,2450,A
USGS,02089500,1959-03-27,2280,A
USGS,02089500,1959-03-28,2280,A
USGS,02089500,1959-03-29,2280,A
USGS,02089500,1959-03-30,2450,A
USGS,02089500,1959-03-31,2890,A
USGS,02089500,1959-04-01,3300,A
USGS,02089500,1959-04-02,3730,A
USGS,02089500,1959-04-03,4350,A
USGS,02089500,1959-04-04,5000,A
USGS,02089500,1959-04-05,5560,A
USGS,02089500,1959-04-06,5900,A
USGS,02089500,1959-04-07,6070,A
USGS,02089500,1959-04-08,6240,A
USGS,02089500,1959-04-09,6330,A
USGS,02089500,1959-04-10,6070,A
USGS,02089500,1959-04-11,5050,A
USGS,02089500,1959-04-12,4420,A
USGS,02089500,1959-04-13,5010,A
USGS,02089500,1959-04-14,6250,A
USGS,02089500,1959-04-15,7050,A
USGS,02089500,1959-04-16,8090,A
USGS,02089500,1959-04-17,9020,A
USGS,02089500,1959-04-18,9940,A
USGS,02089500,1959-04-19,10800,A
USGS,02089500,1959-04-20,11500,A
USGS,02089500,1959-04-21,11900,A
USGS,02089500,1959-04-22,12500,A
USGS,02089500,1959-04-23,12700,A
USGS,02089500,1959-04-24,12300,A
USGS,02089500,1959-04-25,11900,A
USGS,02089500,1959-04-26,11900,A
USGS,02089500,1959-04-27,12100,A
USGS,02089500,1959-04-28,12700,A
USGS,02089500,1959-04-29,13100,A
USGS,02089500,1959-04-30,13100,A
USGS,02089500,1959-05-01,12300,A
USGS,02089500,1959-05-02,11000,A
USGS,02089500,1959-05-03,8130,A
USGS,02089500,1959-05-04,5630,A
USGS,02089500,1959-05-05,3920,A
USGS,02089500,1959-05-06,3110,A
USGS,02089500,1959-05-07,2830,A
USGS,02089500,1959-05-08,2620,A
USGS,02089500,1959-05-09,2420,A
USGS,02089500,1959-05-10,2170,A
USGS,02089500,1959-05-11,1970,A
USGS,02089500,1959-05-12,1820,A
USGS,02089500,1959-05-13,1870,A
USGS,02089500,1959-05-14,1920,A
USGS,02089500,1959-05-15,1920,A
USGS,02089500,1959-05-16,2020,A
USGS,02089500,1959-05-17,2320,A
USGS,02089500,1959-05-18,2220,A
USGS,02089500,1959-05-19,1970,A
USGS,02089500,1959-05-20,1720,A
USGS,02089500,1959-05-21,1570,A
USGS,02089500,1959-05-22,1620,A
USGS,02089500,1959-05-23,1520,A
USGS,02089500,1959-05-24,1670,A
USGS,02089500,1959-05-25,1870,A
USGS,02089500,1959-05-26,1820,A
USGS,02089500,1959-05-27,1620,A
USGS,02089500,1959-05-28,1420,A
USGS,02089500,1959-05-29,1240,A
USGS,02089500,1959-05-30,1100,A
USGS,02089500,1959-05-31,1030,A
USGS,02089500,1959-06-01,1070,A
USGS,02089500,1959-06-02,1240,A
USGS,02089500,1959-06-03,1940,A
USGS,02089500,1959-06-04,2070,A
USGS,02089500,1959-06-05,2220,A
USGS,02089500,1959-06-06,2720,A
USGS,02089500,1959-06-07,3190,A
USGS,02089500,1959-06-08,3680,A
USGS,02089500,1959-06-09,4100,A
USGS,02089500,1959-06-10,4470,A
USGS,02089500,1959-06-11,4630,A
USGS,02089500,1959-06-12,4630,A
USGS,02089500,1959-06-13,3710,A
USGS,02089500,1959-06-14,1970,A
USGS,02089500,1959-06-15,1360,A
USGS,02089500,1959-06-16,1140,A
USGS,02089500,1959-06-17,1030,A
USGS,02089500,1959-06-18,935,A
USGS,02089500,1959-06-19,850,A
USGS,02089500,1959-06-20,790,A
USGS,02089500,1959-06-21,750,A
USGS,02089500,1959-06-22,710,A
USGS,02089500,1959-06-23,670,A
USGS,02089500,1959-06-24,630,A
USGS,02089500,1959-06-25,630,A
USGS,02089500,1959-06-26,650,A
USGS,02089500,1959-06-27,630,A
USGS,02089500,1959-06-28,650,A
USGS,02089500,1959-06-29,690,A
USGS,02089500,1959-06-30,690,A
USGS,02089500,1959-07-01,670,A
USGS,02089500,1959-07-02,690,A
USGS,02089500,1959-07-03,958,A
USGS,02089500,1959-07-04,1030,A
USGS,02089500,1959-07-05,790,A
USGS,02089500,1959-07-06,790,A
USGS,02089500,1959-07-07,1100,A
USGS,02089500,1959-07-08,1120,A
USGS,02089500,1959-07-09,958,A
USGS,02089500,1959-07-10,890,A
USGS,02089500,1959-07-11,850,A
USGS,02089500,1959-07-12,935,A
USGS,02089500,1959-07-13,1770,A
USGS,02089500,1959-07-14,3190,A
USGS,02089500,1959-07-15,4610,A
USGS,02089500,1959-07-16,5730,A
USGS,02089500,1959-07-17,6850,A
USGS,02089500,1959-07-18,7990,A
USGS,02089500,1959-07-19,8880,A
USGS,02089500,1959-07-20,9780,A
USGS,02089500,1959-07-21,10600,A
USGS,02089500,1959-07-22,11100,A
USGS,02089500,1959-07-23,11100,A
USGS,02089500,1959-07-24,10100,A
USGS,02089500,1959-07-25,8170,A
USGS,02089500,1959-07-26,6700,A
USGS,02089500,1959-07-27,5810,A
USGS,02089500,1959-07-28,4710,A
USGS,02089500,1959-07-29,4710,A
USGS,02089500,1959-07-30,5460,A
USGS,02089500,1959-07-31,6160,A
USGS,02089500,1959-08-01,6720,A
USGS,02089500,1959-08-02,7050,A
USGS,02089500,1959-08-03,7270,A
USGS,02089500,1959-08-04,7390,A
USGS,02089500,1959-08-05,7390,A
USGS,02089500,1959-08-06,7270,A
USGS,02089500,1959-08-07,7050,A
USGS,02089500,1959-08-08,6420,A
USGS,02089500,1959-08-09,4920,A
USGS,02089500,1959-08-10,3680,A
USGS,02089500,1959-08-11,2630,A
USGS,02089500,1959-08-12,2220,A
USGS,02089500,1959-08-13,1920,A
USGS,02089500,1959-08-14,1770,A
USGS,02089500,1959-08-15,1520,A
USGS,02089500,1959-08-16,1320,A
USGS,02089500,1959-08-17,1140,A
USGS,02089500,1959-08-18,1050,A
USGS,02089500,1959-08-19,980,A
USGS,02089500,1959-08-20,912,A
USGS,02089500,1959-08-21,870,A
USGS,02089500,1959-08-22,790,A
USGS,02089500,1959-08-23,810,A
USGS,02089500,1959-08-24,912,A
USGS,02089500,1959-08-25,830,A
USGS,02089500,1959-08-26,750,A
USGS,02089500,1959-08-27,710,A
USGS,02089500,1959-08-28,690,A
USGS,02089500,1959-08-29,810,A
USGS,02089500,1959-08-30,1050,A
USGS,02089500,1959-08-31,1420,A
USGS,02089500,1959-09-01,1370,A
USGS,02089500,1959-09-02,2240,A
USGS,02089500,1959-09-03,2830,A
USGS,02089500,1959-09-04,3260,A
USGS,02089500,1959-09-05,3680,A
USGS,02089500,1959-09-06,3890,A
USGS,02089500,1959-09-07,3750,A
USGS,02089500,1959-09-08,3680,A
USGS,02089500,1959-09-09,3890,A
USGS,02089500,1959-09-10,4170,A
USGS,02089500,1959-09-11,4470,A
USGS,02089500,1959-09-12,4960,A
USGS,02089500,1959-09-13,5460,A
USGS,02089500,1959-09-14,5990,A
USGS,02089500,1959-09-15,6160,A
USGS,02089500,1959-09-16,5110,A
USGS,02089500,1959-09-17,2770,A
USGS,02089500,1959-09-18,1740,A
USGS,02089500,1959-09-19,1420,A
USGS,02089500,1959-09-20,1270,A
USGS,02089500,1959-09-21,1120,A
USGS,02089500,1959-09-22,1070,A
USGS,02089500,1959-09-23,980,A
USGS,02089500,1959-09-24,912,A
USGS,02089500,1959-09-25,850,A
USGS,02089500,1959-09-26,810,A
USGS,02089500,1959-09-27,770,A
USGS,02089500,1959-09-28,750,A
USGS,02089500,1959-09-29,750,A
USGS,02089500,1959-09-30,850,A
USGS,02089500,1959-10-01,935,A
USGS,02089500,1959-10-02,935,A
USGS,02089500,1959-10-03,1900,A
USGS,02089500,1959-10-04,2520,A
USGS,02089500,1959-10-05,2770,A
USGS,02089500,1959-10-06,2350,A
USGS,02089500,1959-10-07,1820,A
USGS,02089500,1959-10-08,1420,A
USGS,02089500,1959-10-09,1320,A
USGS,02089500,1959-10-10,1620,A
USGS,02089500,1959-10-11,1890,A
USGS,02089500,1959-10-12,2550,A
USGS,02089500,1959-10-13,2950,A
USGS,02089500,1959-10-14,3540,A
USGS,02089500,1959-10-15,4420,A
USGS,02089500,1959-10-16,5120,A
USGS,02089500,1959-10-17,5810,A
USGS,02089500,1959-10-18,6330,A
USGS,02089500,1959-10-19,6940,A
USGS,02089500,1959-10-20,7730,A
USGS,02089500,1959-10-21,8600,A
USGS,02089500,1959-10-22,9170,A
USGS,02089500,1959-10-23,9470,A
USGS,02089500,1959-10-24,9470,A
USGS,02089500,1959-10-25,8880,A
USGS,02089500,1959-10-26,7500,A
USGS,02089500,1959-10-27,6520,A
USGS,02089500,1959-10-28,6240,A
USGS,02089500,1959-10-29,7540,A
USGS,02089500,1959-10-30,9560,A
USGS,02089500,1959-10-31,11300,A
USGS,02089500,1959-11-01,12500,A
USGS,02089500,1959-11-02,13100,A
USGS,02089500,1959-11-03,12700,A
USGS,02089500,1959-11-04,11000,A
USGS,02089500,1959-11-05,8260,A
USGS,02089500,1959-11-06,5930,A
USGS,02089500,1959-11-07,4710,A
USGS,02089500,1959-11-08,4170,A
USGS,02089500,1959-11-09,4310,A
USGS,02089500,1959-11-10,4470,A
USGS,02089500,1959-11-11,4790,A
USGS,02089500,1959-11-12,5120,A
USGS,02089500,1959-11-13,5380,A
USGS,02089500,1959-11-14,5640,A
USGS,02089500,1959-11-15,5720,A
USGS,02089500,1959-11-16,5380,A
USGS,02089500,1959-11-17,4200,A
USGS,02089500,1959-11-18,3300,A
USGS,02089500,1959-11-19,2830,A
USGS,02089500,1959-11-20,2520,A
USGS,02089500,1959-11-21,2320,A
USGS,02089500,1959-11-22,2220,A
USGS,02089500,1959-11-23,2170,A
USGS,02089500,1959-11-24,2220,A
USGS,02089500,1959-11-25,2470,A
USGS,02089500,1959-11-26,2620,A
USGS,02089500,1959-11-27,2770,A
USGS,02089500,1959-11-28,3130,A
USGS,02089500,1959-11-29,3680,A
USGS,02089500,1959-11-30,4170,A
USGS,02089500,1959-12-01,4470,A
USGS,02089500,1959-12-02,4790,A
USGS,02089500,1959-12-03,5040,A
USGS,02089500,1959-12-04,5210,A
USGS,02089500,1959-12-05,4720,A
